Zone;Roche's Hole;50,50;66,70;1;
Zone;Field of Laudable Wakey's;34,50;50,66;0;
Zone;Gritty Melmoths Field;24,50;34,64;0;
Zone;Cave of Meters;8,50;24,62;0;
Zone;Ocean of Protest;-28,50;8,76;0;
Zone;Nouronihar Ocean;-48,50;-28,76;0;
Zone;Bakufu Village;-58,50;-48,58;0;
Zone;Fat 'Just Fields;-72,50;-58,62;0;
Zone;Gling Sea;-92,50;-72,74;0;
Zone;Town of Dividing Raynal;-104,50;-92,60;0;
Zone;Cave of Jarring Anthropometrist;-118,50;-104,58;0;
Tile;;83,162;1;5;6;
Tile;;77,164;1;5;6;
Tile;;69,158;1;5;6;
Tile;;71,155;1;5;6;
Tile;;87,167;1;5;6;
Tile;;80,165;1;5;6;
Tile;;71,163;1;5;6;
Tile;;72,154;1;5;6;
Tile;;75,168;1;5;6;
Tile;;79,158;1;5;6;
Tile;;68,162;1;5;6;
Tile;;69,168;1;5;6;
Tile;grass;67,149;0;6;6;
NPC;Elda;80,166;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Zweiblumen;81,154;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Exmaiden;86,162;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sirius;78,150;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Teached;68,155;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Pleasssse;81,168;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Evicus;83,169;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'It's;87,151;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Georgian;89,152;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Isabella;85,161;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Balefire;86,165;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Wellesley;68,164;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Wilkins;71,167;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Bricked;82,164;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Coexisted Caves;66,120;76,132;0;
Tile;;66,129;1;1;7;
Tile;;66,130;1;1;7;
Tile;;66,131;1;1;7;
Tile;;67,132;1;1;7;
Tile;;68,132;1;1;7;
Tile;;69,132;1;1;7;
Tile;;70,132;1;1;7;
Tile;;71,132;1;1;7;
Tile;;72,132;1;1;7;
Tile;;73,132;1;1;7;
Tile;;74,132;1;1;7;
Tile;;76,132;1;1;7;
Tile;;76,120;1;1;7;
Tile;;76,121;1;1;7;
Tile;;76,122;1;1;7;
Tile;;76,123;1;1;7;
Tile;;76,124;1;1;7;
Tile;;76,125;1;1;7;
Tile;;76,126;1;1;7;
Tile;;76,127;1;1;7;
Tile;;76,128;1;1;7;
Tile;;76,129;1;1;7;
Tile;;76,130;1;1;7;
Tile;;76,131;1;1;7;
Tile;;67,120;1;1;7;
Tile;;68,120;1;1;7;
Tile;;69,120;1;1;7;
Tile;;70,120;1;1;7;
Tile;;71,120;1;1;7;
Tile;;72,120;1;1;7;
Tile;;73,120;1;1;7;
Tile;;74,120;1;1;7;
Tile;;75,120;1;1;7;
Tile;;69,124;1;1;7;
Tile;;69,128;1;1;7;
Tile;;70,122;1;1;7;
Tile;;70,123;1;1;7;
Tile;;70,124;1;1;7;
Tile;;70,126;1;1;7;
Tile;;70,127;1;1;7;
Tile;;70,128;1;1;7;
Tile;;70,129;1;1;7;
Tile;;70,130;1;1;7;
Tile;;71,122;1;1;7;
Tile;;71,128;1;1;7;
Tile;;71,130;1;1;7;
Tile;;72,122;1;1;7;
Tile;;72,123;1;1;7;
Tile;;72,124;1;1;7;
Tile;;72,126;1;1;7;
Tile;;72,128;1;1;7;
Tile;;72,130;1;1;7;
Tile;;73,124;1;1;7;
Tile;;73,126;1;1;7;
Tile;;73,128;1;1;7;
Tile;;74,121;1;1;7;
Tile;;74,122;1;1;7;
Tile;;74,124;1;1;7;
Tile;;74,125;1;1;7;
Tile;;74,126;1;1;7;
Tile;;74,128;1;1;7;
Tile;;74,130;1;1;7;
Tile;;74,131;1;1;7;
Tile;;75,128;1;1;7;
Tile;;67,124;1;1;7;
Tile;;67,130;1;1;7;
Tile;;68,122;1;1;7;
Tile;;68,124;1;1;7;
Tile;;68,125;1;1;7;
Tile;;68,126;1;1;7;
Tile;;68,128;1;1;7;
Tile;;68,130;1;1;7;
Tile;grass;67,121;0;6;6;
NPC;Jacquot;70,125;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Complimums;70,131;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Mecca;75,123;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Gul'dan's;71,126;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;66,147;1;1;7;
Tile;;80,132;1;1;7;
Tile;;80,133;1;1;7;
Tile;;80,135;1;1;7;
Tile;;80,136;1;1;7;
Tile;;80,137;1;1;7;
Tile;;80,138;1;1;7;
Tile;;80,139;1;1;7;
Tile;;80,140;1;1;7;
Tile;;80,141;1;1;7;
Tile;;80,142;1;1;7;
Tile;;80,143;1;1;7;
Tile;;80,144;1;1;7;
Tile;;80,145;1;1;7;
Tile;;80,146;1;1;7;
Tile;;80,147;1;1;7;
Tile;;77,132;1;1;7;
Tile;;78,132;1;1;7;
Tile;;79,132;1;1;7;
Tile;grass;67,133;0;6;6;
NPC;Weena;72,142;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Tamash;74,143;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Centuried;78,137;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Alsace;78,146;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Aklo;75,147;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Quarterly';75,141;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Breakfasted;72,145;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Daemoniac Cavern;94,132;104,142;0;
Zone;Livid Blazingly Park;94,142;114,148;1;
Tile;;94,142;1;1;7;
Tile;;94,143;1;1;7;
Tile;;94,144;1;1;7;
Tile;;94,145;1;1;7;
Tile;;94,146;1;1;7;
Tile;;94,147;1;1;7;
Tile;;94,148;1;1;7;
Tile;;95,148;1;1;7;
Tile;;96,148;1;1;7;
Tile;;97,148;1;1;7;
Tile;;98,148;1;1;7;
Tile;;99,148;1;1;7;
Tile;;100,148;1;1;7;
Tile;;101,148;1;1;7;
Tile;;102,148;1;1;7;
Tile;;103,148;1;1;7;
Tile;;104,148;1;1;7;
Tile;;105,148;1;1;7;
Tile;;106,148;1;1;7;
Tile;;107,148;1;1;7;
Tile;;108,148;1;1;7;
Tile;;109,148;1;1;7;
Tile;;110,148;1;1;7;
Tile;;111,148;1;1;7;
Tile;;112,148;1;1;7;
Tile;;113,148;1;1;7;
Tile;;114,148;1;1;7;
Tile;;114,142;1;1;7;
Tile;;114,143;1;1;7;
Tile;;114,144;1;1;7;
Tile;;114,145;1;1;7;
Tile;;114,146;1;1;7;
Tile;;114,147;1;1;7;
Tile;;95,142;1;1;7;
Tile;;96,142;1;1;7;
Tile;;97,142;1;1;7;
Tile;;98,142;1;1;7;
Tile;;100,142;1;1;7;
Tile;;101,142;1;1;7;
Tile;;102,142;1;1;7;
Tile;;103,142;1;1;7;
Tile;;104,142;1;1;7;
Tile;;105,142;1;1;7;
Tile;;106,142;1;1;7;
Tile;;107,142;1;1;7;
Tile;;108,142;1;1;7;
Tile;;109,142;1;1;7;
Tile;;110,142;1;1;7;
Tile;;111,142;1;1;7;
Tile;;112,142;1;1;7;
Tile;;113,142;1;1;7;
Tile;grass;95,143;0;6;6;
Tile;;94,132;1;1;7;
Tile;;94,133;1;1;7;
Tile;;94,134;1;1;7;
Tile;;94,135;1;1;7;
Tile;;94,136;1;1;7;
Tile;;94,138;1;1;7;
Tile;;94,139;1;1;7;
Tile;;94,140;1;1;7;
Tile;;94,141;1;1;7;
Tile;;104,132;1;1;7;
Tile;;104,133;1;1;7;
Tile;;104,134;1;1;7;
Tile;;104,135;1;1;7;
Tile;;104,136;1;1;7;
Tile;;104,137;1;1;7;
Tile;;104,138;1;1;7;
Tile;;104,139;1;1;7;
Tile;;104,140;1;1;7;
Tile;;104,141;1;1;7;
Tile;;95,132;1;1;7;
Tile;;96,132;1;1;7;
Tile;;97,132;1;1;7;
Tile;;98,132;1;1;7;
Tile;;99,132;1;1;7;
Tile;;100,132;1;1;7;
Tile;;101,132;1;1;7;
Tile;;102,132;1;1;7;
Tile;;103,132;1;1;7;
Tile;;97,134;1;1;7;
Tile;;101,138;1;1;7;
Tile;;101,140;1;1;7;
Tile;;102,133;1;1;7;
Tile;;102,134;1;1;7;
Tile;;102,135;1;1;7;
Tile;;102,136;1;1;7;
Tile;;102,137;1;1;7;
Tile;;98,134;1;1;7;
Tile;;102,138;1;1;7;
Tile;;98,136;1;1;7;
Tile;;102,140;1;1;7;
Tile;;98,137;1;1;7;
Tile;;98,138;1;1;7;
Tile;;98,139;1;1;7;
Tile;;98,140;1;1;7;
Tile;;99,134;1;1;7;
Tile;;99,138;1;1;7;
Tile;;100,134;1;1;7;
Tile;;100,135;1;1;7;
Tile;;100,136;1;1;7;
Tile;;96,134;1;1;7;
Tile;;100,138;1;1;7;
Tile;;96,135;1;1;7;
Tile;;96,136;1;1;7;
Tile;;100,140;1;1;7;
Tile;;96,137;1;1;7;
Tile;;100,141;1;1;7;
Tile;;96,138;1;1;7;
Tile;;96,139;1;1;7;
Tile;;96,140;1;1;7;
Tile;grass;95,133;0;6;6;
Tile;;81,140;1;1;7;
Tile;;82,140;1;1;7;
Tile;;83,140;1;1;7;
Tile;;84,140;1;1;7;
Tile;;85,140;1;1;7;
Tile;;86,140;1;1;7;
Tile;;87,140;1;1;7;
Tile;;88,140;1;1;7;
Tile;;89,140;1;1;7;
Tile;;90,140;1;1;7;
Tile;;91,140;1;1;7;
Tile;;92,140;1;1;7;
Tile;;93,140;1;1;7;
Tile;;81,132;1;1;7;
Tile;;82,132;1;1;7;
Tile;;83,132;1;1;7;
Tile;;84,132;1;1;7;
Tile;;85,132;1;1;7;
Tile;;86,132;1;1;7;
Tile;;87,132;1;1;7;
Tile;;89,132;1;1;7;
Tile;;90,132;1;1;7;
Tile;;91,132;1;1;7;
Tile;;92,132;1;1;7;
Tile;;93,132;1;1;7;
Tile;;87,138;1;1;7;
Tile;;83,138;1;1;7;
Tile;;92,134;1;1;7;
Tile;;92,135;1;1;7;
Tile;;92,136;1;1;7;
Tile;;88,134;1;1;7;
Tile;;92,138;1;1;7;
Tile;;88,135;1;1;7;
Tile;;92,139;1;1;7;
Tile;;88,136;1;1;7;
Tile;;84,133;1;1;7;
Tile;;84,134;1;1;7;
Tile;;88,138;1;1;7;
Tile;;84,135;1;1;7;
Tile;;84,136;1;1;7;
Tile;;84,138;1;1;7;
Tile;;89,134;1;1;7;
Tile;;89,138;1;1;7;
Tile;;85,136;1;1;7;
Tile;;85,138;1;1;7;
Tile;;90,134;1;1;7;
Tile;;90,136;1;1;7;
Tile;;90,137;1;1;7;
Tile;;86,134;1;1;7;
Tile;;90,138;1;1;7;
Tile;;86,136;1;1;7;
Tile;;82,134;1;1;7;
Tile;;86,138;1;1;7;
Tile;;82,135;1;1;7;
Tile;;82,136;1;1;7;
Tile;;82,137;1;1;7;
Tile;;82,138;1;1;7;
Tile;;91,134;1;1;7;
Tile;;91,136;1;1;7;
Tile;;87,134;1;1;7;
Tile;grass;81,133;0;6;6;
Tile;;80,124;1;1;7;
Tile;;80,125;1;1;7;
Tile;;80,126;1;1;7;
Tile;;80,127;1;1;7;
Tile;;80,128;1;1;7;
Tile;;80,129;1;1;7;
Tile;;80,130;1;1;7;
Tile;;80,131;1;1;7;
Tile;;90,124;1;1;7;
Tile;;90,125;1;1;7;
Tile;;90,126;1;1;7;
Tile;;90,127;1;1;7;
Tile;;90,128;1;1;7;
Tile;;90,129;1;1;7;
Tile;;90,130;1;1;7;
Tile;;90,131;1;1;7;
Tile;;81,124;1;1;7;
Tile;;82,124;1;1;7;
Tile;;83,124;1;1;7;
Tile;;84,124;1;1;7;
Tile;;85,124;1;1;7;
Tile;;86,124;1;1;7;
Tile;;88,124;1;1;7;
Tile;;89,124;1;1;7;
Tile;;83,126;1;1;7;
Tile;;87,130;1;1;7;
Tile;;83,130;1;1;7;
Tile;;88,126;1;1;7;
Tile;;88,128;1;1;7;
Tile;;88,129;1;1;7;
Tile;;84,126;1;1;7;
Tile;;88,130;1;1;7;
Tile;;84,127;1;1;7;
Tile;;84,128;1;1;7;
Tile;;84,129;1;1;7;
Tile;;84,130;1;1;7;
Tile;;89,126;1;1;7;
Tile;;85,130;1;1;7;
Tile;;81,128;1;1;7;
Tile;;86,126;1;1;7;
Tile;;86,127;1;1;7;
Tile;;86,128;1;1;7;
Tile;;82,126;1;1;7;
Tile;;86,130;1;1;7;
Tile;;82,128;1;1;7;
Tile;;82,130;1;1;7;
Tile;;87,126;1;1;7;
Tile;grass;81,125;0;6;6;
NPC;Quickened;89,130;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Evicus;89,128;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Magsman;87,131;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;80,119;1;1;7;
Tile;;80,120;1;1;7;
Tile;;80,121;1;1;7;
Tile;;80,122;1;1;7;
Tile;;80,123;1;1;7;
Tile;;91,124;1;1;7;
Tile;;92,124;1;1;7;
Tile;;93,124;1;1;7;
Tile;;94,124;1;1;7;
Tile;;94,104;1;1;7;
Tile;;94,105;1;1;7;
Tile;;94,106;1;1;7;
Tile;;94,107;1;1;7;
Tile;;94,108;1;1;7;
Tile;;94,109;1;1;7;
Tile;;94,110;1;1;7;
Tile;;94,111;1;1;7;
Tile;;94,113;1;1;7;
Tile;;94,114;1;1;7;
Tile;;94,115;1;1;7;
Tile;;94,116;1;1;7;
Tile;;94,117;1;1;7;
Tile;;94,118;1;1;7;
Tile;;94,119;1;1;7;
Tile;;94,120;1;1;7;
Tile;;94,121;1;1;7;
Tile;;94,122;1;1;7;
Tile;;94,123;1;1;7;
Tile;;81,104;1;1;7;
Tile;;82,104;1;1;7;
Tile;;83,104;1;1;7;
Tile;;84,104;1;1;7;
Tile;;85,104;1;1;7;
Tile;;86,104;1;1;7;
Tile;;87,104;1;1;7;
Tile;;88,104;1;1;7;
Tile;;89,104;1;1;7;
Tile;;90,104;1;1;7;
Tile;;91,104;1;1;7;
Tile;;92,104;1;1;7;
Tile;;93,104;1;1;7;
Tile;grass;81,105;0;6;6;
NPC;'E's;82,109;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Hublands;84,107;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Callan;89,122;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Wha;87,121;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Asked;84,109;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Snuffed;82,122;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Cave of Blackjack;120,104;134,114;0;
Zone;Reeked Mountain;120,114;132,132;0;
Zone;Sea of Guns Gnat;120,132;144,156;0;
Zone;Land of Prompt;120,156;142,180;0;
Zone;The Whistling;96,156;120,174;0;
Tile;;96,156;1;1;7;
Tile;;96,157;1;1;7;
Tile;;96,158;1;1;7;
Tile;;96,159;1;1;7;
Tile;;96,160;1;1;7;
Tile;;96,161;1;1;7;
Tile;;96,162;1;1;7;
Tile;;96,163;1;1;7;
Tile;;96,164;1;1;7;
Tile;;96,165;1;1;7;
Tile;;96,166;1;1;7;
Tile;;96,167;1;1;7;
Tile;;96,168;1;1;7;
Tile;;96,169;1;1;7;
Tile;;96,170;1;1;7;
Tile;;96,171;1;1;7;
Tile;;96,172;1;1;7;
Tile;;96,173;1;1;7;
Tile;;96,174;1;1;7;
Tile;;97,174;1;1;7;
Tile;;98,174;1;1;7;
Tile;;99,174;1;1;7;
Tile;;100,174;1;1;7;
Tile;;101,174;1;1;7;
Tile;;102,174;1;1;7;
Tile;;103,174;1;1;7;
Tile;;104,174;1;1;7;
Tile;;105,174;1;1;7;
Tile;;106,174;1;1;7;
Tile;;107,174;1;1;7;
Tile;;108,174;1;1;7;
Tile;;109,174;1;1;7;
Tile;;110,174;1;1;7;
Tile;;111,174;1;1;7;
Tile;;112,174;1;1;7;
Tile;;113,174;1;1;7;
Tile;;114,174;1;1;7;
Tile;;115,174;1;1;7;
Tile;;116,174;1;1;7;
Tile;;117,174;1;1;7;
Tile;;118,174;1;1;7;
Tile;;119,174;1;1;7;
Tile;;120,174;1;1;7;
Tile;;120,156;1;1;7;
Tile;;120,157;1;1;7;
Tile;;120,158;1;1;7;
Tile;;120,159;1;1;7;
Tile;;120,160;1;1;7;
Tile;;120,161;1;1;7;
Tile;;120,162;1;1;7;
Tile;;120,164;1;1;7;
Tile;;120,165;1;1;7;
Tile;;120,166;1;1;7;
Tile;;120,167;1;1;7;
Tile;;120,168;1;1;7;
Tile;;120,169;1;1;7;
Tile;;120,170;1;1;7;
Tile;;120,171;1;1;7;
Tile;;120,172;1;1;7;
Tile;;120,173;1;1;7;
Tile;;97,156;1;1;7;
Tile;;98,156;1;1;7;
Tile;;99,156;1;1;7;
Tile;;100,156;1;1;7;
Tile;;101,156;1;1;7;
Tile;;102,156;1;1;7;
Tile;;103,156;1;1;7;
Tile;;104,156;1;1;7;
Tile;;105,156;1;1;7;
Tile;;106,156;1;1;7;
Tile;;107,156;1;1;7;
Tile;;108,156;1;1;7;
Tile;;109,156;1;1;7;
Tile;;110,156;1;1;7;
Tile;;111,156;1;1;7;
Tile;;112,156;1;1;7;
Tile;;113,156;1;1;7;
Tile;;114,156;1;1;7;
Tile;;115,156;1;1;7;
Tile;;116,156;1;1;7;
Tile;;117,156;1;1;7;
Tile;;118,156;1;1;7;
Tile;;119,156;1;1;7;
Tile;grass;97,157;0;6;6;
NPC;'Sabots;103,168;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Who've;98,162;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Kel'thuzad;119,173;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Varian;111,158;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Zokkar;106,158;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Funneled;115,164;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Klatch;118,165;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Italian;106,165;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Michel;99,161;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'54;100,165;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Listened;113,162;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Naturalised Mountains;120,180;138,198;0;
Tile;;120,180;1;1;7;
Tile;;120,181;1;1;7;
Tile;;120,182;1;1;7;
Tile;;120,183;1;1;7;
Tile;;120,184;1;1;7;
Tile;;120,185;1;1;7;
Tile;;120,186;1;1;7;
Tile;;120,187;1;1;7;
Tile;;120,188;1;1;7;
Tile;;120,189;1;1;7;
Tile;;120,190;1;1;7;
Tile;;120,191;1;1;7;
Tile;;120,192;1;1;7;
Tile;;120,193;1;1;7;
Tile;;120,194;1;1;7;
Tile;;120,195;1;1;7;
Tile;;120,196;1;1;7;
Tile;;120,197;1;1;7;
Tile;;120,198;1;1;7;
Tile;;121,198;1;1;7;
Tile;;122,198;1;1;7;
Tile;;123,198;1;1;7;
Tile;;124,198;1;1;7;
Tile;;125,198;1;1;7;
Tile;;126,198;1;1;7;
Tile;;127,198;1;1;7;
Tile;;128,198;1;1;7;
Tile;;129,198;1;1;7;
Tile;;130,198;1;1;7;
Tile;;131,198;1;1;7;
Tile;;132,198;1;1;7;
Tile;;133,198;1;1;7;
Tile;;134,198;1;1;7;
Tile;;135,198;1;1;7;
Tile;;136,198;1;1;7;
Tile;;137,198;1;1;7;
Tile;;138,198;1;1;7;
Tile;;138,180;1;1;7;
Tile;;138,181;1;1;7;
Tile;;138,182;1;1;7;
Tile;;138,183;1;1;7;
Tile;;138,184;1;1;7;
Tile;;138,185;1;1;7;
Tile;;138,186;1;1;7;
Tile;;138,187;1;1;7;
Tile;;138,188;1;1;7;
Tile;;138,189;1;1;7;
Tile;;138,190;1;1;7;
Tile;;138,191;1;1;7;
Tile;;138,192;1;1;7;
Tile;;138,193;1;1;7;
Tile;;138,194;1;1;7;
Tile;;138,195;1;1;7;
Tile;;138,196;1;1;7;
Tile;;138,197;1;1;7;
Tile;;121,180;1;1;7;
Tile;;122,180;1;1;7;
Tile;;124,180;1;1;7;
Tile;;125,180;1;1;7;
Tile;;126,180;1;1;7;
Tile;;127,180;1;1;7;
Tile;;128,180;1;1;7;
Tile;;129,180;1;1;7;
Tile;;130,180;1;1;7;
Tile;;131,180;1;1;7;
Tile;;132,180;1;1;7;
Tile;;133,180;1;1;7;
Tile;;134,180;1;1;7;
Tile;;135,180;1;1;7;
Tile;;136,180;1;1;7;
Tile;;137,180;1;1;7;
Tile;grass;121,181;0;6;6;
NPC;Larsen;135,194;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Anthony;131,188;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Nightgate;134,189;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Reciprocated;135,193;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Conrad;134,190;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sketched;124,191;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Bolting;130,189;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Piloted;132,183;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Teig;136,183;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Capered;130,197;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Mouthed;130,191;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Bermondsey;134,191;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Vestcake's Towns;142,156;154,172;1;
Tile;;142,156;1;1;7;
Tile;;142,157;1;1;7;
Tile;;142,158;1;1;7;
Tile;;142,159;1;1;7;
Tile;;142,160;1;1;7;
Tile;;142,161;1;1;7;
Tile;;142,162;1;1;7;
Tile;;142,164;1;1;7;
Tile;;142,165;1;1;7;
Tile;;142,166;1;1;7;
Tile;;142,167;1;1;7;
Tile;;142,168;1;1;7;
Tile;;142,169;1;1;7;
Tile;;142,170;1;1;7;
Tile;;142,171;1;1;7;
Tile;;142,172;1;1;7;
Tile;;143,172;1;1;7;
Tile;;144,172;1;1;7;
Tile;;145,172;1;1;7;
Tile;;146,172;1;1;7;
Tile;;147,172;1;1;7;
Tile;;148,172;1;1;7;
Tile;;149,172;1;1;7;
Tile;;150,172;1;1;7;
Tile;;151,172;1;1;7;
Tile;;152,172;1;1;7;
Tile;;153,172;1;1;7;
Tile;;154,172;1;1;7;
Tile;;154,156;1;1;7;
Tile;;154,157;1;1;7;
Tile;;154,158;1;1;7;
Tile;;154,159;1;1;7;
Tile;;154,160;1;1;7;
Tile;;154,161;1;1;7;
Tile;;154,162;1;1;7;
Tile;;154,163;1;1;7;
Tile;;154,164;1;1;7;
Tile;;154,165;1;1;7;
Tile;;154,166;1;1;7;
Tile;;154,167;1;1;7;
Tile;;154,168;1;1;7;
Tile;;154,169;1;1;7;
Tile;;154,170;1;1;7;
Tile;;154,171;1;1;7;
Tile;;143,156;1;1;7;
Tile;;144,156;1;1;7;
Tile;;145,156;1;1;7;
Tile;;146,156;1;1;7;
Tile;;147,156;1;1;7;
Tile;;148,156;1;1;7;
Tile;;149,156;1;1;7;
Tile;;150,156;1;1;7;
Tile;;151,156;1;1;7;
Tile;;152,156;1;1;7;
Tile;;153,156;1;1;7;
Tile;grass;143,157;0;6;6;
NPC;Riddable;152,167;1;2;2;;randomAI;displayDialogue(0);
NPC;Earth'd;153,171;1;2;2;;randomAI;displayDialogue(0);
NPC;Paleontological;152,159;1;2;2;;randomAI;displayDialogue(0);
NPC;Mauvais;149,169;1;2;2;;randomAI;displayDialogue(0);
Tile;;120,175;1;1;7;
Tile;;120,176;1;1;7;
Tile;;120,177;1;1;7;
Tile;;120,178;1;1;7;
Tile;;120,179;1;1;7;
Tile;;139,180;1;1;7;
Tile;;140,180;1;1;7;
Tile;;141,180;1;1;7;
Tile;;142,180;1;1;7;
Tile;;142,173;1;1;7;
Tile;;142,174;1;1;7;
Tile;;142,175;1;1;7;
Tile;;142,176;1;1;7;
Tile;;142,177;1;1;7;
Tile;;142,178;1;1;7;
Tile;;142,179;1;1;7;
Tile;;121,156;1;1;7;
Tile;;122,156;1;1;7;
Tile;;123,156;1;1;7;
Tile;;124,156;1;1;7;
Tile;;125,156;1;1;7;
Tile;;126,156;1;1;7;
Tile;;127,156;1;1;7;
Tile;;128,156;1;1;7;
Tile;;129,156;1;1;7;
Tile;;130,156;1;1;7;
Tile;;131,156;1;1;7;
Tile;;132,156;1;1;7;
Tile;;133,156;1;1;7;
Tile;;134,156;1;1;7;
Tile;;136,156;1;1;7;
Tile;;137,156;1;1;7;
Tile;;138,156;1;1;7;
Tile;;139,156;1;1;7;
Tile;;140,156;1;1;7;
Tile;;141,156;1;1;7;
Tile;grass;121,157;0;6;6;
NPC;Longpersecuted;137,172;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Morlock's;135,169;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Thusly;140,174;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Antonidas;126,169;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Valdemar;140,167;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Teapot;132,166;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Akatosh;124,170;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Triggered;135,167;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Stormcloaks';129,170;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Swathed;127,175;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Streamed;125,158;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sothoth;133,163;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Webb;123,171;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Eddie;132,171;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Grouting Hole;144,132;168,148;0;
Zone;Archimonde City;168,132;192,150;1;
Tile;;168,132;1;1;7;
Tile;;168,134;1;1;7;
Tile;;168,135;1;1;7;
Tile;;168,136;1;1;7;
Tile;;168,137;1;1;7;
Tile;;168,138;1;1;7;
Tile;;168,139;1;1;7;
Tile;;168,140;1;1;7;
Tile;;168,141;1;1;7;
Tile;;168,142;1;1;7;
Tile;;168,143;1;1;7;
Tile;;168,144;1;1;7;
Tile;;168,145;1;1;7;
Tile;;168,146;1;1;7;
Tile;;168,147;1;1;7;
Tile;;168,148;1;1;7;
Tile;;168,149;1;1;7;
Tile;;168,150;1;1;7;
Tile;;169,150;1;1;7;
Tile;;170,150;1;1;7;
Tile;;171,150;1;1;7;
Tile;;172,150;1;1;7;
Tile;;173,150;1;1;7;
Tile;;174,150;1;1;7;
Tile;;175,150;1;1;7;
Tile;;176,150;1;1;7;
Tile;;177,150;1;1;7;
Tile;;178,150;1;1;7;
Tile;;179,150;1;1;7;
Tile;;180,150;1;1;7;
Tile;;181,150;1;1;7;
Tile;;182,150;1;1;7;
Tile;;183,150;1;1;7;
Tile;;184,150;1;1;7;
Tile;;185,150;1;1;7;
Tile;;186,150;1;1;7;
Tile;;187,150;1;1;7;
Tile;;188,150;1;1;7;
Tile;;189,150;1;1;7;
Tile;;190,150;1;1;7;
Tile;;191,150;1;1;7;
Tile;;192,150;1;1;7;
Tile;;192,132;1;1;7;
Tile;;192,133;1;1;7;
